addr1,cat1,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,modifiedtime,sigungucode,archive_picture,lDongRegnCd,lDongSignguCd,usetime,overview,spot_code,parking_fee,cat2,title,past_image_url,past_image,이동_대중교통,이동_자차,활동_산책,동반_아이,동반_반려동물,청결_시설,뷰_야경_경관,휴식_조용함,유명,정보_구성_체험,볼거리_재미
인천광역시 강화군 길상면 해안남로 331,A02,A02030100,3061178,12,2023-11-28,http://tong.visitkorea.or.kr/cms/resource/06/3000906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3000906_image3_1.jpg,Type3,126.5178814,37.60775793,2025-04-15,1,0,28,710,10:00~18:00,"강화도 길상면에 위치한 자연 체험농장은 다양한 대상에 맞춤형 서비스를 제공하는 체험학습장이다. 말 아저씨의 오랜 경험과 노하우를 바탕으로 말과 교감하며 배우는 승마 체험을 비롯하여, 사륜 오토바이를 즐길 수 있는 ‘강화도 ATV’, 세계 4대 갯벌 중 하나인 강화 남단에서 펼쳐지는 갯벌 체험 등 다양한 프로그램을 운영하고 있다. 이외에도 고구마 캐기 체험과 같은 계절별 체험, 동물 먹이 주기, 활쏘기 등 연중 가능한 체험이 마련되어 있다. 유치원, 어린이집, 초·중·고등학교 학생을 위한 체험학습은 물론, 직장인 워크숍이나 가족 단위 체험여행도 운영 중이다.",3061178,0,A0203,강화도 자연체험농장,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 길상면 장흥로 217,A02,A02030400,2612802,12,2019-07-24,http://tong.visitkorea.or.kr/cms/resource/44/3369644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3369644_image3_1.jpg,Type3,126.4981274,37.61717593,2025-03-27,1,0,28,710,"- 평일 09:30~17:30<br>
- 주말 09:30~18:00<br>
※ 이용시간은 변동될 수 있으므로 홈페이지 참고","강화루지는 특별한 동력장치 없이 특수 제작된 카트를 타고 땅의 경사와 중력만을 이용해 트랙을 내려오는 다이내믹한 체험 레포츠 시설이다. 방향조정과 제동이 가능하며, 어린이부터 어른까지 누구나 즐길 수 있는 것이 특징이다. 트랙 경사도는 완만하지만 곡선 코스가 반복되는 트랙으로 이내 속도감과 스릴을 느낄 수 있으며 보호구를 착용하고 안전하게 즐길 수 있다. 트랙 규모는 연장 1.8km/line 총 2코스(오션코스, 밸리코스)로 동양 최대 규모를 자랑하며, 각 코스마다 흥미와 재미를 배가 시켜주는 360 º 회전코스와 구간별 터널과 낙차구간을 배치하였다.",2612802,0,A0203,강화루지(강화씨사이드리조트),,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 내가면 해안서로 855,A02,A02030400,3340348,12,2024-07-30,http://tong.visitkorea.or.kr/cms/resource/09/3340209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3340209_image3_1.jpg,Type3,126.3840494,37.70016148,2025-03-13,1,0,28,710,"- 하절기 (3~10월) 10:00~18:00<br>
- 동절기(11~2월) 10:00~17:00","강화함상공원은 1985년 취역 이래 34년간 우리 바다를 지켜 오다 2019년 퇴역한 ‘마산함’을 최대한 원형 그대로 보존하는 방식으로 재생한 공간이다. 이곳은 평소 쉽게 접하기 어려운 군함에서 해군 생활과 각종 전투장비를 간접적으로 체험해 볼 수 있다. 마산함은 한국형 호위함으로 1984년 10월 26일 진수돼 1985년 7월 20일 취역한 함정이다. 울산급은 총 9척이 제작돼 대한민국 해군의 주력 전투함으로 사용됐다. 국산 호위함 최초로 태평양을 횡단하였으며, 림팩(RIMPAC) 훈련에 참여했다. 해군 최우수 포술함으로 선정 돼 대통령 부대표창을 받는 등 맹활약하다 2019년 퇴역했다.",3340348,0,A0203,강화함상공원,,0,0,1,1,1,0,1,1,0,1,1,1
인천광역시 계양구 장제로1181번길 36,A02,A02030100,2938541,12,2022-12-22,,,,126.7363152,37.56994675,2024-06-17,2,0,28,245,11:00-17:00 (예약필수),"고씨농원은 인천에 있는 딸기농장으로 계양역 바로 앞에 위치해 있어 교통에 가장 편리한 농원 중 하나이다.
서울역에서 30분밖에 걸리지 않으며, 인천공항과 접해있어 외국여행객들에게도 인기가 좋다.
딸기수확체험뿐만 아니라 딸기를 이용한 간단한 먹거리(딸기에이드, 철판아이스크림, 딸기와플)를 직접 만들어 볼 수 있는 쿠킹체험프로그램들도 있어 남녀노소 즐길 거리가 가득하다. 방문을 원할경우 예약은 필수이다.",2938541,2,A0203,고씨딸기체험농원,,0,0,1,0,1,0,1,0,0,0,1,1
인천광역시 강화군 교동면 교동남로 466,A02,A02030400,2765276,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/96/2780196_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/96/2780196_image3_1.png,Type3,126.3170729,37.77496824,2025-03-26,1,0,28,710,상시 개방,"강화 교동도 선착장(월선포)에 있는 대합실이다. 교동도 선착장은 과거 교동대교 개통 전, 지역의 유일한 출입구였지만 2014년 교동대교가 개통되면서 현재는 소박한 포구의 모습이다. 교동도 선착장 대합실도 현재는 폐업했지만, 건물은 그대로 남아있어 옛 추억을 떠오르게 한다. 대합실 주변 포구에 바다에 가까이에서 바라보며 즐길 수 있도록 흔들의자와 벤치, 아기자기한 포토존을 설치해서 찾아오는 사람들이 늘고 있으며 낚시와 차박을 위한 곳으로도 인기를 얻고 있다.",2765276,0,A0203,교동도선착장대합실,,0,0,1,0,0,0,0,1,0,0,0,0
인천광역시 강화군 교동면 교동남로 20-1,A02,A02030400,2657249,12,2020-05-26,http://tong.visitkorea.or.kr/cms/resource/79/3353579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3353579_image3_1.jpg,Type3,126.2792873,37.78139183,2025-03-13,1,0,28,710,10:00~18:00,"교동제비집은 인천광역시 강화군 교동면에 자리한 복합문화공간으로 교동도의 문화에 대해 알 수 있는 곳이다. 입구부터 교동도의 마스코트인 제비를 볼 수 있다. IT를 기반으로 한 관광 안내 콘텐츠가 있는 이곳은 교동도 관광 명소 VR(가상현실) 체험, 교동신문 제작 체험이 가능하다. 자전거 대여소와 카페, 기념품 판매장 등을 함께 운영하며, 다양한 프로그램이 진행된다. 인근에 대룡시장이 자리하여 함께 관광하기 좋다.",2657249,0,A0203,교동제비집,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 공항로 271 (운서동),A02,A02030400,3428156,12,2024-11-28,http://tong.visitkorea.or.kr/cms/resource/07/3432207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3432207_image3_1.jpg,Type1,126.4521751,37.44770318,2025-06-16,10,0,28,110,매일 10:00 ~ 19:00,한국의 국가유산을 체험하고 여행 서비스를 받을 수 있는 '국가유산 방문 캠페인 홍보관(인천공항)' 이다.,3428156,0,A0203,국가유산 방문 캠페인 인천공항 홍보관,,0,1,1,1,1,0,1,1,1,1,1,1
인천광역시 강화군 교동면 난정리 741-3,A02,A02030100,2765312,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/69/2780269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2780269_image2_1.jpg,Type3,126.2304808,37.7766082,2025-03-26,1,0,28,710,상시 개방,"인천 강화군 교동면 난정저수지 일원 약 3만 3천m² 부지에 조성된 해바라기 정원이다. 난정리 해바라기 마을 정원은 이곳 난정리 100여 명의 주민이 마을공동체를 만들어 농사를 짓지 못하는 공유수면에 약 10만 그루나 되는 해바라기밭을 조성한 것으로, 인근 난정저수지와 수정산과 어우러진 해바라기들이 장관을 이루어 가을 해바라기가 피는 시기에는 많은 관광객이 찾아온다.",2765312,0,A0203,난정리 해바라기마을 정원,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 선원면 해안동로 1129-19,A02,A02030100,2537187,12,2018-02-21,http://tong.visitkorea.or.kr/cms/resource/96/3352096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3352096_image3_1.jpg,Type3,126.5091208,37.71520637,2025-03-14,1,0,28,710,상시 개방,"강화군 선원면에 위치한 도래미 마을은 대몽항쟁 당시 팔만대장경의 판각을 맡았던 선원, 군사요충지로서 중요한 역할을 한 용진진, 화도돈대, 용당돈대, 그리고 장어요리로 유명한 더리미 장어마을 등 문화, 역사, 자연이 한데 어우러진 아름다운 농촌마을이다. 강화도에는 예로부터 농사짓는 사람들에게 이런 말이 있다. ＂강화 1년 농사면, 3년 흉년도 걱정 없다.＂ 강화도의 풍성함을 단적으로 보여주는 말이다. 그만큼 사는 사람들의 마음도 풍성하다. 아름다운 풍경과 더불어 시골의 여유가 묻어나는 강화 도래미 마을에서 행복함을 한껏 충전해 갈 수 있다.",2537187,0,A0203,도래미마을,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 공항서로 517 (남북동),A02,A02030400,3336134,12,2024-07-22,,,,126.4015128,37.45903709,2025-05-26,10,0,28,110,상시 개방,"독독은 인천공항 T1, T2 중간에 위치한 프리미엄 애견호텔, 애견유치원, 펫 스타디움, 펫 치유센터이다. 국내 최초로 김포공항 내부에 입점하였으며, 100% 예약제로 이용 가능하다. 1,200평 공간에 넓은 놀이터 6개가 구비되어 있다. 야외 잔디 놀이터에서는 목줄 없이 자유롭게 뛰어놀 수 있으며, 날씨가 안 좋을 경우, 70평이 넘는 실내 스타디움 놀이터를 이용할 수도 있다. 그 외 반려견 성향에 따른 맞춤형 케어 및 다양한 어질리티 프로그램 등이 다양하게 준비되어 있다.",3336134,0,A0203,독독,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 우현로67번길 57,A02,A02030600,735753,12,2009-05-18,,,,126.6286721,37.47572247,2024-05-23,10,0,28,110,점포마다 상이,동인천삼치거리는 인천 관광 100선에 선정된 유명한 먹자골목으로 2002년도에 음식특화거리로 지정되었다. 인천광역시 교육청 학생교육 문화회관 옆에 곧게 뻗은 거리를 따라 가게들이 죽 늘어서 있다. 처음 인하의 집이라는 식당이 문을 열었는데 여러 메뉴 가운데 삼치가 가장 인기가 많다 보니 자연스럽게 삼치구이가 대표 메뉴가 되었고 인하의 집이 지금의 장소로 자리를 옮긴 이후 골목에 하나둘씩 삼치구이 식당들이 들어서 오늘날의 삼치거리가 형성됐다. 현재 약 13개 음식점이 영업하고 있으며 동인천 삼치거리에는 삼치구이와 막걸리 한 잔이라는 말이 나올 정도로 이 거리의 삼치구이는 특별한 양념이 없는데도 간이 적당히 배어 있어 안줏감으로 최고라고 한다.,735753,1,A0203,동인천 삼치거리,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 마시란로 107-8,A02,A02030100,3074715,12,2023-08-30,http://tong.visitkorea.or.kr/cms/resource/00/3074700_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3074700_image3_1.jpg,Type3,126.4169927,37.43167387,2025-05-26,10,0,28,110,※ 물때에 따라 상이하므로 홈페이지 참고,"영종도 마시안해변에 위치하고 있는 마시안갯벌체험장은 마시안마을 어촌계에서 관리, 운영하는 갯벌생태체험장이다. 해양 생태계가 비교적 잘 보전되어 있고 수도권에 위치한 까닭에 연간 수많은 사람들이 이곳을 찾는다. 서해안은 갯벌까지 거리가 비교적 먼 편인데, 마시안해변은 서해안에서도 보기 드물게 조금만 가도 갯벌이 나타난다. 이곳에서 주로 채취할 수 있는 어패류는 동죽, 골뱅이, 소라 등 다양하다. 체험장 입구에서 입장료를 내면 주황색 조끼를 나눠주는데 이 조끼를 겉옷 위에 입고 체험장 안으로 들어가면 된다. 별도의 조끼 보증금을 내야 하는데, 체험이 끝나고 반납하면 돌려준다. 이용요금에는 세면장 이용료가 포함돼 있다. 장화와 호미를 준비해 가도 되지만 없을 경우 유료로 대여를 할 수 있다. 조개가 더 많은 먼 갯벌에 나가 체험하려면 갯벌 마차를 이용하면 된다. 경운기를 개조해 만든 갯벌 마차는 현장에서 비용을 내고 이용 가능하다. 체험 시간은 하루 한 두 차례 갯벌이 드러나는 시간에 가능한데 수시로 변동됨으로 미리 확인하고 방문해야 한다. 1인당 나눠주는 2kg의 망에 캐낸 조개를 담아갈 수 있다. 호미로 갯벌 속에서 보물 찾기를 하듯 조개를 캐는 체험은 남녀노소 모두 즐길 수 있는 체험이다. 이곳에서는 갯벌 체험뿐만 아니라 맨손으로 고기를 잡는 체험인 ‘어전통발’과 학교나 단체를 위한 다양한 체험프로그램을 운영하고 있다. 주변에 마시안해변 카페거리, 거잠포해변이 있다.",3074715,1,A0203,마시안갯벌체험장,,0,0,1,0,1,0,1,1,0,0,1,1
인천광역시 동구 만석동,A02,A02030600,3061206,12,2023-11-28,http://tong.visitkorea.or.kr/cms/resource/33/3001333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3001333_image3_1.jpg,Type3,126.623989,37.48283545,2024-12-03,5,0,28,140,점포마다 상이함,만석동 주꾸미거리는 인천 원도심의 옛 추억을 그대로 간직한 곳이다. 이 골목은 만석동과 송월동을 연결하는 만석고가교 근처에 위치한다. 과거에 주변 포구에서 어부들이 잡아온 저렴한 주꾸미로 맛있는 요리를 만들어 파는 음식점들이 모여들면서 만석동 주꾸미거리가 형성되었다. 이곳에는 50년 전통의 맛집부터 소박한 식당들이 자리하고 있어 다양한 주꾸미 요리를 맛볼 수 있다. 인천 사람들뿐만 아니라 많은 여행객들이 샤부샤부처럼 약한 불에 데쳐 회고추장에 찍어먹는 주꾸미와 전골로 끓인 주꾸미 요리를 맛보기 위해 이곳을 찾고 있다. 지금은 신도시에 밀려 점차 잊혀져 가지만 사람사는 삶의 모습을 볼 수 있으며 소박하지만 정감 있는 먹자골목이다.,3061206,0,A0203,만석동 주꾸미거리,,0,1,1,0,0,0,0,0,0,1,0,1
인천광역시 미추홀구 용현동,A02,A02030600,3015095,12,2023-08-30,http://tong.visitkorea.or.kr/cms/resource/87/3015087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3015087_image3_1.jpg,Type3,126.6487903,37.4558418,2024-11-19,3,0,28,177,,"용현동에 위치한 물텀벙특화음식거리는 아귀 음식 전문점들이 모인 곳으로 용현 사거리에서 인하 대학교 쪽 길목에 위치해 있다. 이곳은 1999년에 특색 음식 거리로 지정되었으며 입구에 독특한 입간판이 설치되어 있다. 
물텀벙이는 아귀를 지칭하는 별칭으로 과거에 아귀는 못생기고 덩치만 커 골칫거리 취급을 받았다. 어부들은 아귀가 그물에 걸리는 즉시 바다에 던져 버렸는데, 물에 빠질 때 ‘텀벙’하는 소리가 나 물텀벙이라 불렀다고 한다. 
아귀가 맛있는 식재료로 등극한 건 6·25전쟁 이후부터다. 먹을 것이 귀했던 시절에 아귀는 동인천역 부근 근로자들의 값싼 안줏거리가 되었다. 이후 1970년대 용현동에 한 식당에서 아귀를 해장국처럼 끓여낸 음식이 인기를 끌면서 물텀벙이 음식점들이 늘어나기 시작했고 자연스럽게 용현물텀벙특화음식거리로 발전했다.물텀벙특화음식거리에서는 아귀를 찜과 탕은 물론 백숙과 지리로도 즐길 수 있다. 가장 많이 찾는 메뉴는 역시 아귀찜이다.",3015095,0,A0203,물텀벙 특화음식거리,,0,1,1,0,0,0,0,0,0,1,0,1
인천광역시 부평구 장제로 267 (갈산동),A02,A02030400,3456754,12,2024-12-22,http://tong.visitkorea.or.kr/cms/resource/89/3456089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3456089_image3_1.jpg,Type1,117.9925663,19.69442748,2024-12-22,6,0,28,237,,"부평 굴포누리 기후변화체험관은 생태문화공간으로, 기후변화의 심각성을 알리고 환경 보호의 중요성을 일깨우는 곳이다. 어린이부터 성인까지 누구나 쉽고 재미있게 환경 문제에 대해 배울 수 있는 교육 프로그램을 운영한다.",3456754,,A0203,부평 굴포누리 기후변화체험관,,0,1,1,0,1,0,1,0,0,0,1,1
